title,price,meterage,district,floor,build_year,rooms,link
دروس 200 متر (فرعی مشجر),120000000000,200.0,دروس,4.0,1403.0,3.0,https://divar.ir/v/%D8%AF%D8%B1%D9%88%D8%B3-200-%D9%85%D8%AA%D8%B1-%D9%81%D8%B1%D8%B9%DB%8C-%D9%85%D8%B4%D8%AC%D8%B1/gablIdWY?tracker_session_id=b7595e75-98b5-4efc-919d-5c7911fff515_gablIdWY_N
۱۲۰متری/دریاچه چیتگر/اقساطی/سند تکبرگ/برج هتلینگ,2400000000,120.0,گلستان (شهرک راه آهن),15.0,1405.0,3.0,https://divar.ir/v/%DB%B1%DB%B2%DB%B0%D9%85%D8%AA%D8%B1%DB%8C-%D8%AF%D8%B1%DB%8C%D8%A7%DA%86%D9%87-%DA%86%DB%8C%D8%AA%DA%AF%D8%B1-%D8%A7%D9%82%D8%B3%D8%A7%D8%B7%DB%8C-%D8%B3%D9%86%D8%AF-%D8%AA%DA%A9%D8%A8%D8%B1%DA%AF-%D8%A8%D8%B1%D8%AC-%D9%87%D8%AA%D9%84%DB%8C%D9%86%DA%AF/gaCBzkhS?tracker_session_id=b7595e75-98b5-4efc-919d-5c7911fff515_gaCBzkhS_N
آپارتمان52متر/تک واحدی/قصرالدشت,6220000000,52.0,جیحون,2.0,1386.0,1.0,https://divar.ir/v/%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%8652%D9%85%D8%AA%D8%B1-%D8%AA%DA%A9-%D9%88%D8%A7%D8%AD%D8%AF%DB%8C-%D9%82%D8%B5%D8%B1%D8%A7%D9%84%D8%AF%D8%B4%D8%AA/ga3lSkoJ?tracker_session_id=b7595e75-98b5-4efc-919d-5c7911fff515_ga3lSkoJ_N
۱۱۸متر ۳خ فول ۱۵۴شرقی فلکه اول تهرانپارس,35000000000,118.0,تهرانپارس جنوبی,1.0,1395.0,3.0,https://divar.ir/v/%DB%B1%DB%B1%DB%B8%D9%85%D8%AA%D8%B1-%DB%B3%D8%AE-%D9%81%D9%88%D9%84-%DB%B1%DB%B5%DB%B4%D8%B4%D8%B1%D9%82%DB%8C-%D9%81%D9%84%DA%A9%D9%87-%D8%A7%D9%88%D9%84-%D8%AA%D9%87%D8%B1%D8%A7%D9%86%D9%BE%D8%A7%D8%B1%D8%B3/gaCZCgM-?tracker_session_id=b7595e75-98b5-4efc-919d-5c7911fff515_gaCZCgM-_N
۶۰ متر عروسک منطقه,9800000000,60.0,سبلان (لشگر),4.0,1397.0,1.0,https://divar.ir/v/%DB%B6%DB%B0-%D9%85%D8%AA%D8%B1-%D8%B9%D8%B1%D9%88%D8%B3%DA%A9-%D9%85%D9%86%D8%B7%D9%82%D9%87/ga3lyj8u?tracker_session_id=b7595e75-98b5-4efc-919d-5c7911fff515_ga3lyj8u_N
۵۵متر بر اصلی * تک واحدی نما تراورتن * تک بازدید,6500000000,55.0,امام زاده عبدالله,3.0,1390.0,2.0,https://divar.ir/v/%DB%B5%DB%B5%D9%85%D8%AA%D8%B1-%D8%A8%D8%B1-%D8%A7%D8%B5%D9%84%DB%8C-%D8%AA%DA%A9-%D9%88%D8%A7%D8%AD%D8%AF%DB%8C-%D9%86%D9%85%D8%A7-%D8%AA%D8%B1%D8%A7%D9%88%D8%B1%D8%AA%D9%86-%D8%AA%DA%A9-%D8%A8%D8%A7%D8%B2%D8%AF%DB%8C%D8%AF/ga1tOW_3?tracker_session_id=b7595e75-98b5-4efc-919d-5c7911fff515_ga1tOW_3_N
۶۲متر/ فول امکانات / کاشانی/ موقعیت بینظیر,10700000000,62.0,دکتر هوشیار,2.0,1388.0,2.0,https://divar.ir/v/%DB%B6%DB%B2%D9%85%D8%AA%D8%B1-%D9%81%D9%88%D9%84-%D8%A7%D9%85%DA%A9%D8%A7%D9%86%D8%A7%D8%AA-%DA%A9%D8%A7%D8%B4%D8%A7%D9%86%DB%8C-%D9%85%D9%88%D9%82%D8%B9%DB%8C%D8%AA-%D8%A8%DB%8C%D9%86%D8%B8%DB%8C%D8%B1/ga0Bnawe?tracker_session_id=b7595e75-98b5-4efc-919d-5c7911fff515_ga0Bnawe_N
145متری *3خواب *تک واحدی *فول امکانات *طرشت,27500000000,145.0,طرشت,5.0,1395.0,3.0,https://divar.ir/v/145%D9%85%D8%AA%D8%B1%DB%8C-3%D8%AE%D9%88%D8%A7%D8%A8-%D8%AA%DA%A9-%D9%88%D8%A7%D8%AD%D8%AF%DB%8C-%D9%81%D9%88%D9%84-%D8%A7%D9%85%DA%A9%D8%A7%D9%86%D8%A7%D8%AA-%D8%B7%D8%B1%D8%B4%D8%AA/ga3hSuCO?tracker_session_id=b7595e75-98b5-4efc-919d-5c7911fff515_ga3hSuCO_N
آپارتمان۶۲متری/تکواحدی/دوخواب/سلسبیل,9300000000,62.0,سلسبیل جنوبی,4.0,1394.0,2.0,https://divar.ir/v/%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86%DB%B6%DB%B2%D9%85%D8%AA%D8%B1%DB%8C-%D8%AA%DA%A9%D9%88%D8%A7%D8%AD%D8%AF%DB%8C-%D8%AF%D9%88%D8%AE%D9%88%D8%A7%D8%A8-%D8%B3%D9%84%D8%B3%D8%A8%DB%8C%D9%84/ga2peFl_?tracker_session_id=b7595e75-98b5-4efc-919d-5c7911fff515_ga2peFl__N
سپهر۱۶۵متر۳خوابه فول تک واحد,75000000000,165.0,ایوانک,2.0,1399.0,3.0,https://divar.ir/v/%D8%B3%D9%BE%D9%87%D8%B1%DB%B1%DB%B6%DB%B5%D9%85%D8%AA%D8%B1%DB%B3%D8%AE%D9%88%D8%A7%D8%A8%D9%87-%D9%81%D9%88%D9%84-%D8%AA%DA%A9-%D9%88%D8%A7%D8%AD%D8%AF/ga3lCYoR?tracker_session_id=b7595e75-98b5-4efc-919d-5c7911fff515_ga3lCYoR_N
تکواحدی 120متر 3خوابه,21000000000,120.0,شهرآرا,3.0,1372.0,3.0,https://divar.ir/v/%D8%AA%DA%A9%D9%88%D8%A7%D8%AD%D8%AF%DB%8C-120%D9%85%D8%AA%D8%B1-3%D8%AE%D9%88%D8%A7%D8%A8%D9%87/gaoMCzKS?tracker_session_id=b7595e75-98b5-4efc-919d-5c7911fff515_gaoMCzKS_N
185مــ اصالت و ژونالی پلاکِ طلایی منطقه,66000000000,185.0,جنت‌آباد مرکزی,1.0,1405.0,3.0,https://divar.ir/v/185%D9%85%D9%80%D9%80-%D8%A7%D8%B5%D8%A7%D9%84%D8%AA-%D9%88-%DA%98%D9%88%D9%86%D8%A7%D9%84%DB%8C-%D9%BE%D9%84%D8%A7%DA%A9%D9%90-%D8%B7%D9%84%D8%A7%DB%8C%DB%8C-%D9%85%D9%86%D8%B7%D9%82%D9%87/gakpFVIH?tracker_session_id=b7595e75-98b5-4efc-919d-5c7911fff515_gakpFVIH_N
۷۱متر/۲خواب/فول/عروسک,14200000000,71.0,سبلان (لشگر),4.0,1405.0,2.0,https://divar.ir/v/%DB%B7%DB%B1%D9%85%D8%AA%D8%B1-%DB%B2%D8%AE%D9%88%D8%A7%D8%A8-%D9%81%D9%88%D9%84-%D8%B9%D8%B1%D9%88%D8%B3%DA%A9/gaTRailK?tracker_session_id=b7595e75-98b5-4efc-919d-5c7911fff515_gaTRailK_N
50مترتک خواب/گل طبقات /تخلیه/خوشگل,6150000000,50.0,سلسبیل جنوبی,3.0,1383.0,1.0,https://divar.ir/v/50%D9%85%D8%AA%D8%B1%D8%AA%DA%A9-%D8%AE%D9%88%D8%A7%D8%A8-%DA%AF%D9%84-%D8%B7%D8%A8%D9%82%D8%A7%D8%AA-%D8%AA%D8%AE%D9%84%DB%8C%D9%87-%D8%AE%D9%88%D8%B4%DA%AF%D9%84/ga39R13A?tracker_session_id=b7595e75-98b5-4efc-919d-5c7911fff515_ga39R13A_N
47 متر / خوش نقشه /پاسیو دار/خوش مالک اشتر,6100000000,47.0,سلسبیل جنوبی,4.0,1378.0,1.0,https://divar.ir/v/47-%D9%85%D8%AA%D8%B1-%D8%AE%D9%88%D8%B4-%D9%86%D9%82%D8%B4%D9%87-%D9%BE%D8%A7%D8%B3%DB%8C%D9%88-%D8%AF%D8%A7%D8%B1-%D8%AE%D9%88%D8%B4-%D9%85%D8%A7%D9%84%DA%A9-%D8%A7%D8%B4%D8%AA%D8%B1/ga2FPceu?tracker_session_id=b7595e75-98b5-4efc-919d-5c7911fff515_ga2FPceu_N
۱۰۰متر / پرده خور ۱۰ واحد / فول امکانات فول گرانیت,26500000000,100.0,سازمان آب,1.0,1389.0,2.0,https://divar.ir/v/%DB%B1%DB%B0%DB%B0%D9%85%D8%AA%D8%B1-%D9%BE%D8%B1%D8%AF%D9%87-%D8%AE%D9%88%D8%B1-%DB%B1%DB%B0-%D9%88%D8%A7%D8%AD%D8%AF-%D9%81%D9%88%D9%84-%D8%A7%D9%85%DA%A9%D8%A7%D9%86%D8%A7%D8%AA-%D9%81%D9%88%D9%84-%DA%AF%D8%B1%D8%A7%D9%86%DB%8C%D8%AA/ga3lSTgR?tracker_session_id=b7595e75-98b5-4efc-919d-5c7911fff515_ga3lSTgR_N
145 متر / 3خواب / فول امکانات / زیر قیمت منطقه,28900000000,145.0,صادقیه,2.0,1384.0,3.0,https://divar.ir/v/145-%D9%85%D8%AA%D8%B1-3%D8%AE%D9%88%D8%A7%D8%A8-%D9%81%D9%88%D9%84-%D8%A7%D9%85%DA%A9%D8%A7%D9%86%D8%A7%D8%AA-%D8%B2%DB%8C%D8%B1-%D9%82%DB%8C%D9%85%D8%AA-%D9%85%D9%86%D8%B7%D9%82%D9%87/ga3lSTfY?tracker_session_id=b7595e75-98b5-4efc-919d-5c7911fff515_ga3lSTfY_N
۳۵متری+حیاط اختصاصی/خوش‌نقشه,4500000000,35.0,هفت چنار,1.0,1385.0,1.0,https://divar.ir/v/%DB%B3%DB%B5%D9%85%D8%AA%D8%B1%DB%8C-%D8%AD%DB%8C%D8%A7%D8%B7-%D8%A7%D8%AE%D8%AA%D8%B5%D8%A7%D8%B5%DB%8C-%D8%AE%D9%88%D8%B4-%D9%86%D9%82%D8%B4%D9%87/ga3xBhRd?tracker_session_id=b7595e75-98b5-4efc-919d-5c7911fff515_ga3xBhRd_N
۵۶متری/با امکانات/خوش‌نقشه/خوش‌قیمت/تقوی,8500000000,56.0,کرمان,1.0,1385.0,1.0,https://divar.ir/v/%DB%B5%DB%B6%D9%85%D8%AA%D8%B1%DB%8C-%D8%A8%D8%A7-%D8%A7%D9%85%DA%A9%D8%A7%D9%86%D8%A7%D8%AA-%D8%AE%D9%88%D8%B4-%D9%86%D9%82%D8%B4%D9%87-%D8%AE%D9%88%D8%B4-%D9%82%DB%8C%D9%85%D8%AA-%D8%AA%D9%82%D9%88%DB%8C/ga3lyU39?tracker_session_id=b7595e75-98b5-4efc-919d-5c7911fff515_ga3lyU39_N
۱۳۰متر/عقیلی/بهترین پروژه منطقه,54000000000,130.0,هروی,2.0,1404.0,2.0,https://divar.ir/v/%DB%B1%DB%B3%DB%B0%D9%85%D8%AA%D8%B1-%D8%B9%D9%82%DB%8C%D9%84%DB%8C-%D8%A8%D9%87%D8%AA%D8%B1%DB%8C%D9%86-%D9%BE%D8%B1%D9%88%DA%98%D9%87-%D9%85%D9%86%D8%B7%D9%82%D9%87/gahRti6O?tracker_session_id=b7595e75-98b5-4efc-919d-5c7911fff515_gahRti6O_N
آپارتمان ۵۲ متری با پارکینک سندی,9400000000,52.0,آبشار,3.0,1395.0,1.0,https://divar.ir/v/%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86-%DB%B5%DB%B2-%D9%85%D8%AA%D8%B1%DB%8C-%D8%A8%D8%A7-%D9%BE%D8%A7%D8%B1%DA%A9%DB%8C%D9%86%DA%A9-%D8%B3%D9%86%D8%AF%DB%8C/ga39Bjfc?tracker_session_id=ea4f2a8c-10f7-46e9-888e-8887426c37dd_ga39Bjfc_N
آپارتمان ۶۵ متری فول بازسازی,10500000000,65.0,آبشار,2.0,1385.0,2.0,https://divar.ir/v/%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86-%DB%B6%DB%B5-%D9%85%D8%AA%D8%B1%DB%8C-%D9%81%D9%88%D9%84-%D8%A8%D8%A7%D8%B2%D8%B3%D8%A7%D8%B2%DB%8C/ga2lPdRM?tracker_session_id=ea4f2a8c-10f7-46e9-888e-8887426c37dd_ga2lPdRM_N
آپارتمان ۵۴ متری خوش نقشه ، غرق نور ، منطقه ۱۲,8640000000,54.0,آبشار,1.0,1379.0,1.0,https://divar.ir/v/%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86-%DB%B5%DB%B4-%D9%85%D8%AA%D8%B1%DB%8C-%D8%AE%D9%88%D8%B4-%D9%86%D9%82%D8%B4%D9%87-%D8%BA%D8%B1%D9%82-%D9%86%D9%88%D8%B1-%D9%85%D9%86%D8%B7%D9%82%D9%87-%DB%B1%DB%B2/gagVv4TN?tracker_session_id=ea4f2a8c-10f7-46e9-888e-8887426c37dd_gagVv4TN_N
۱۰۸ متری ، تک واحدی ، دو خوابه ، فول ، امین حضور,15700000000,108.0,آبشار,1.0,1395.0,2.0,https://divar.ir/v/%DB%B1%DB%B0%DB%B8-%D9%85%D8%AA%D8%B1%DB%8C-%D8%AA%DA%A9-%D9%88%D8%A7%D8%AD%D8%AF%DB%8C-%D8%AF%D9%88-%D8%AE%D9%88%D8%A7%D8%A8%D9%87-%D9%81%D9%88%D9%84-%D8%A7%D9%85%DB%8C%D9%86-%D8%AD%D8%B6%D9%88%D8%B1/gacpa_ck?tracker_session_id=ea4f2a8c-10f7-46e9-888e-8887426c37dd_gacpa_ck_N
۶۰ متری ، دو خوابه ، بازسازی شده ، سرمایه‌گذاری,6700000000,60.0,آبشار,3.0,1386.0,2.0,https://divar.ir/v/%DB%B6%DB%B0-%D9%85%D8%AA%D8%B1%DB%8C-%D8%AF%D9%88-%D8%AE%D9%88%D8%A7%D8%A8%D9%87-%D8%A8%D8%A7%D8%B2%D8%B3%D8%A7%D8%B2%DB%8C-%D8%B4%D8%AF%D9%87-%D8%B3%D8%B1%D9%85%D8%A7%DB%8C%D9%87-%DA%AF%D8%B0%D8%A7%D8%B1%DB%8C/ga2J_07h?tracker_session_id=ea4f2a8c-10f7-46e9-888e-8887426c37dd_ga2J_07h_N
۱۴۰ متر نوساز کلید نخورده,28000000000,140.0,آبشار,6.0,1405.0,3.0,https://divar.ir/v/%DB%B1%DB%B4%DB%B0-%D9%85%D8%AA%D8%B1-%D9%86%D9%88%D8%B3%D8%A7%D8%B2-%DA%A9%D9%84%DB%8C%D8%AF-%D9%86%D8%AE%D9%88%D8%B1%D8%AF%D9%87/ga2R-bTb?tracker_session_id=ea4f2a8c-10f7-46e9-888e-8887426c37dd_ga2R-bTb_N
آپارتمان ۱۰۰ متری سه خوابه,22000000000,100.0,آبشار,5.0,1405.0,3.0,https://divar.ir/v/%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86-%DB%B1%DB%B0%DB%B0-%D9%85%D8%AA%D8%B1%DB%8C-%D8%B3%D9%87-%D8%AE%D9%88%D8%A7%D8%A8%D9%87/ga21sKHq?tracker_session_id=ea4f2a8c-10f7-46e9-888e-8887426c37dd_ga21sKHq_N
آپارتمان ۶۰ متر ۱ خوابه فول امکانات,9200000000,60.0,آبشار,3.0,1393.0,1.0,https://divar.ir/v/%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86-%DB%B6%DB%B0-%D9%85%D8%AA%D8%B1-%DB%B1-%D8%AE%D9%88%D8%A7%D8%A8%D9%87-%D9%81%D9%88%D9%84-%D8%A7%D9%85%DA%A9%D8%A7%D9%86%D8%A7%D8%AA/gazlhkTa?tracker_session_id=ea4f2a8c-10f7-46e9-888e-8887426c37dd_gazlhkTa_N
78متر*دوخواب*fool امکانات*صفر تاصدبازسازی,10800000000,78.0,آبشار,4.0,1390.0,2.0,https://divar.ir/v/78%D9%85%D8%AA%D8%B1-%D8%AF%D9%88%D8%AE%D9%88%D8%A7%D8%A8-fool-%D8%A7%D9%85%DA%A9%D8%A7%D9%86%D8%A7%D8%AA-%D8%B5%D9%81%D8%B1-%D8%AA%D8%A7%D8%B5%D8%AF%D8%A8%D8%A7%D8%B2%D8%B3%D8%A7%D8%B2%DB%8C/gay9vPUJ?tracker_session_id=ea4f2a8c-10f7-46e9-888e-8887426c37dd_gay9vPUJ_N
آبشار ۹۷متر دوخواب تک واحدی,17300000000,97.0,آبشار,1.0,1392.0,2.0,https://divar.ir/v/%D8%A2%D8%A8%D8%B4%D8%A7%D8%B1-%DB%B9%DB%B7%D9%85%D8%AA%D8%B1-%D8%AF%D9%88%D8%AE%D9%88%D8%A7%D8%A8-%D8%AA%DA%A9-%D9%88%D8%A7%D8%AD%D8%AF%DB%8C/gaARLkaX?tracker_session_id=ea4f2a8c-10f7-46e9-888e-8887426c37dd_gaARLkaX_N
آپارتمان ۸۳ متری نوساز، کلیدنخورده ، فول امکانات,13700000000,83.0,آبشار,1.0,1405.0,2.0,https://divar.ir/v/%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86-%DB%B8%DB%B3-%D9%85%D8%AA%D8%B1%DB%8C-%D9%86%D9%88%D8%B3%D8%A7%D8%B2-%DA%A9%D9%84%DB%8C%D8%AF%D9%86%D8%AE%D9%88%D8%B1%D8%AF%D9%87-%D9%81%D9%88%D9%84-%D8%A7%D9%85%DA%A9%D8%A7%D9%86%D8%A7%D8%AA/gawNbokO?tracker_session_id=ea4f2a8c-10f7-46e9-888e-8887426c37dd_gawNbokO_N
۷۲متری/دوخوابه/فول امکانات,9200000000,72.0,آبشار,3.0,1397.0,2.0,https://divar.ir/v/%DB%B7%DB%B2%D9%85%D8%AA%D8%B1%DB%8C-%D8%AF%D9%88%D8%AE%D9%88%D8%A7%D8%A8%D9%87-%D9%81%D9%88%D9%84-%D8%A7%D9%85%DA%A9%D8%A7%D9%86%D8%A7%D8%AA/gaw57HUg?tracker_session_id=ea4f2a8c-10f7-46e9-888e-8887426c37dd_gaw57HUg_N
آپارتمان ۱۰۳ متری خیابان دردار,14000000000,103.0,آبشار,2.0,1380.0,2.0,https://divar.ir/v/%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86-%DB%B1%DB%B0%DB%B3-%D9%85%D8%AA%D8%B1%DB%8C-%D8%AE%DB%8C%D8%A7%D8%A8%D8%A7%D9%86-%D8%AF%D8%B1%D8%AF%D8%A7%D8%B1/gaD5GB4u?tracker_session_id=ea4f2a8c-10f7-46e9-888e-8887426c37dd_gaD5GB4u_N
فروش اپارتمان ۸۰ متری,12800000000,80.0,آبشار,3.0,1405.0,2.0,https://divar.ir/v/%D9%81%D8%B1%D9%88%D8%B4-%D8%A7%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86-%DB%B8%DB%B0-%D9%85%D8%AA%D8%B1%DB%8C/gawJ7Z6D?tracker_session_id=ea4f2a8c-10f7-46e9-888e-8887426c37dd_gawJ7Z6D_N
۹۰متر خوش نقشه,10000000000,90.0,آبشار,3.0,1389.0,2.0,https://divar.ir/v/%DB%B9%DB%B0%D9%85%D8%AA%D8%B1-%D8%AE%D9%88%D8%B4-%D9%86%D9%82%D8%B4%D9%87/gawVIHKI?tracker_session_id=ea4f2a8c-10f7-46e9-888e-8887426c37dd_gawVIHKI_N
اپارتمان تک واحدی ۹۰متری,11700000000,90.0,آبشار,3.0,1387.0,2.0,https://divar.ir/v/%D8%A7%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86-%D8%AA%DA%A9-%D9%88%D8%A7%D8%AD%D8%AF%DB%8C-%DB%B9%DB%B0%D9%85%D8%AA%D8%B1%DB%8C/gaptHA6X?tracker_session_id=ea4f2a8c-10f7-46e9-888e-8887426c37dd_gaptHA6X_N
82متردوخوابه وفایی برومند صفری تک واحد,11500000000,82.0,آبشار,2.0,1387.0,2.0,https://divar.ir/v/82%D9%85%D8%AA%D8%B1%D8%AF%D9%88%D8%AE%D9%88%D8%A7%D8%A8%D9%87-%D9%88%D9%81%D8%A7%DB%8C%DB%8C-%D8%A8%D8%B1%D9%88%D9%85%D9%86%D8%AF-%D8%B5%D9%81%D8%B1%DB%8C-%D8%AA%DA%A9-%D9%88%D8%A7%D8%AD%D8%AF/gaotM1EM?tracker_session_id=ea4f2a8c-10f7-46e9-888e-8887426c37dd_gaotM1EM_N
۱۰۰ متر سه خوابه,19000000000,100.0,آبشار,5.0,1405.0,3.0,https://divar.ir/v/%DB%B1%DB%B0%DB%B0-%D9%85%D8%AA%D8%B1-%D8%B3%D9%87-%D8%AE%D9%88%D8%A7%D8%A8%D9%87/ganxLz35?tracker_session_id=ea4f2a8c-10f7-46e9-888e-8887426c37dd_ganxLz35_N
۱۵۰ متر تک واحدی/۳ سال ساخت/دو نبش/سند تک برگ,27000000000,150.0,آبشار,1.0,1402.0,3.0,https://divar.ir/v/%DB%B1%DB%B5%DB%B0-%D9%85%D8%AA%D8%B1-%D8%AA%DA%A9-%D9%88%D8%A7%D8%AD%D8%AF%DB%8C-%DB%B3-%D8%B3%D8%A7%D9%84-%D8%B3%D8%A7%D8%AE%D8%AA-%D8%AF%D9%88-%D9%86%D8%A8%D8%B4-%D8%B3%D9%86%D8%AF-%D8%AA%DA%A9-%D8%A8%D8%B1%DA%AF/gantUCpY?tracker_session_id=ea4f2a8c-10f7-46e9-888e-8887426c37dd_gantUCpY_N
آپارتمان ۱۱۵ متری/۲واحدی/سرگرد محبی,25500000000,115.0,آبشار,6.0,1405.0,2.0,https://divar.ir/v/%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86-%DB%B1%DB%B1%DB%B5-%D9%85%D8%AA%D8%B1%DB%8C-%DB%B2%D9%88%D8%A7%D8%AD%D8%AF%DB%8C-%D8%B3%D8%B1%DA%AF%D8%B1%D8%AF-%D9%85%D8%AD%D8%A8%DB%8C/ganVjU9s?tracker_session_id=ea4f2a8c-10f7-46e9-888e-8887426c37dd_ganVjU9s_N
فروش آپارتمان۹۳م بر خیابان ۱۷ شهریور,10000000000,93.0,آبشار,1.0,1375.0,2.0,https://divar.ir/v/%D9%81%D8%B1%D9%88%D8%B4-%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86%DB%B9%DB%B3%D9%85-%D8%A8%D8%B1-%D8%AE%DB%8C%D8%A7%D8%A8%D8%A7%D9%86-%DB%B1%DB%B7-%D8%B4%D9%87%D8%B1%DB%8C%D9%88%D8%B1/gagZGR1v?tracker_session_id=ea4f2a8c-10f7-46e9-888e-8887426c37dd_gagZGR1v_N
آپارتمان ۶۰ متری دو خوابه,8000000000,60.0,آبشار,2.0,1394.0,2.0,https://divar.ir/v/%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86-%DB%B6%DB%B0-%D9%85%D8%AA%D8%B1%DB%8C-%D8%AF%D9%88-%D8%AE%D9%88%D8%A7%D8%A8%D9%87/gafxitnW?tracker_session_id=ea4f2a8c-10f7-46e9-888e-8887426c37dd_gafxitnW_N
آپارتمان ۸۰ متر نوساز ۲ خوابه فول امکانات آبشار,13600000000,80.0,آبشار,5.0,1405.0,2.0,https://divar.ir/v/%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86-%DB%B8%DB%B0-%D9%85%D8%AA%D8%B1-%D9%86%D9%88%D8%B3%D8%A7%D8%B2-%DB%B2-%D8%AE%D9%88%D8%A7%D8%A8%D9%87-%D9%81%D9%88%D9%84-%D8%A7%D9%85%DA%A9%D8%A7%D9%86%D8%A7%D8%AA-%D8%A2%D8%A8%D8%B4%D8%A7%D8%B1/gabJ0dfq?tracker_session_id=ea4f2a8c-10f7-46e9-888e-8887426c37dd_gabJ0dfq_N
82 متر + 32 متر سوییت + ۶۰ متر حیاط اختصاصی,13800000000,82.0,آبشار,3.0,1370.0,3.0,https://divar.ir/v/82-%D9%85%D8%AA%D8%B1-32-%D9%85%D8%AA%D8%B1-%D8%B3%D9%88%DB%8C%DB%8C%D8%AA-%DB%B6%DB%B0-%D9%85%D8%AA%D8%B1-%D8%AD%DB%8C%D8%A7%D8%B7-%D8%A7%D8%AE%D8%AA%D8%B5%D8%A7%D8%B5%DB%8C/gadRuLax?tracker_session_id=ea4f2a8c-10f7-46e9-888e-8887426c37dd_gadRuLax_N
۴۵متر / فول بازسازی شده / بدون مشابه در منطقه,5760000000,45.0,آبشار,2.0,1384.0,1.0,https://divar.ir/v/%DB%B4%DB%B5%D9%85%D8%AA%D8%B1-%D9%81%D9%88%D9%84-%D8%A8%D8%A7%D8%B2%D8%B3%D8%A7%D8%B2%DB%8C-%D8%B4%D8%AF%D9%87-%D8%A8%D8%AF%D9%88%D9%86-%D9%85%D8%B4%D8%A7%D8%A8%D9%87-%D8%AF%D8%B1-%D9%85%D9%86%D8%B7%D9%82%D9%87/gac1XsoM?tracker_session_id=ea4f2a8c-10f7-46e9-888e-8887426c37dd_gac1XsoM_N
67متر * 2خواب * آسانسور / انباری * سند تک برگ,7680000000,67.0,آبشار,5.0,1385.0,2.0,https://divar.ir/v/67%D9%85%D8%AA%D8%B1-2%D8%AE%D9%88%D8%A7%D8%A8-%D8%A2%D8%B3%D8%A7%D9%86%D8%B3%D9%88%D8%B1-%D8%A7%D9%86%D8%A8%D8%A7%D8%B1%DB%8C-%D8%B3%D9%86%D8%AF-%D8%AA%DA%A9-%D8%A8%D8%B1%DA%AF/gacBI3eI?tracker_session_id=ea4f2a8c-10f7-46e9-888e-8887426c37dd_gacBI3eI_N
۶۵ متری با پارکینگ در محله آبشار,7800000000,65.0,آبشار,4.0,1380.0,1.0,https://divar.ir/v/%DB%B6%DB%B5-%D9%85%D8%AA%D8%B1%DB%8C-%D8%A8%D8%A7-%D9%BE%D8%A7%D8%B1%DA%A9%DB%8C%D9%86%DA%AF-%D8%AF%D8%B1-%D9%85%D8%AD%D9%84%D9%87-%D8%A2%D8%A8%D8%B4%D8%A7%D8%B1/gac1M8N9?tracker_session_id=ea4f2a8c-10f7-46e9-888e-8887426c37dd_gac1M8N9_N
فروش اپارتمان ۱۰۰متر,17000000000,100.0,آبشار,1.0,1398.0,2.0,https://divar.ir/v/%D9%81%D8%B1%D9%88%D8%B4-%D8%A7%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86-%DB%B1%DB%B0%DB%B0%D9%85%D8%AA%D8%B1/gacx4lCz?tracker_session_id=ea4f2a8c-10f7-46e9-888e-8887426c37dd_gacx4lCz_N
آپارتمان ۶۵ متر,8300000000,65.0,آبشار,1.0,1389.0,1.0,https://divar.ir/v/%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86-%DB%B6%DB%B5-%D9%85%D8%AA%D8%B1/gabZU1C8?tracker_session_id=ea4f2a8c-10f7-46e9-888e-8887426c37dd_gabZU1C8_N
۷۸ متری در آبشار,9500000000,78.0,آبشار,1.0,1378.0,2.0,https://divar.ir/v/%DB%B7%DB%B8-%D9%85%D8%AA%D8%B1%DB%8C-%D8%AF%D8%B1-%D8%A2%D8%A8%D8%B4%D8%A7%D8%B1/gaaBhQRM?tracker_session_id=ea4f2a8c-10f7-46e9-888e-8887426c37dd_gaaBhQRM_N
